Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made,Sales_Change,Satisfaction_Change,Purchase_Made_Numeric
control,low value,201.87884052825208,246.4178509,53.63254782483954,73.87259310735006,no,44.539010371747906,20.240045282510515,0
treatment,unknown,203.84622026439388,316.89695559556594,73.98066448,73.90927156399846,no,113.05073533117206,-0.07139291600154252,0
control,medium value,275.8532639959293,329.1083714066963,70.25207641696215,99.4826874891624,no,53.25510741076698,29.230611072200247,0
unknown,medium value,224.7253470301015,259.3505191512901,72.71262576713674,78.06481281472918,yes,34.6251721211886,5.352187047592437,1
unknown,medium value,253.8126287657065,390.65577358497984,70.25207641696215,80.50435345050604,unknown,136.84314481927333,10.25227703354389,0
unknown,medium value,255.509634011524,300.32757539246603,70.25207641696215,84.38795910842268,yes,44.81794138094202,14.135882691460523,1
treatment,high value,320.67736187111143,507.4368026601246,99.9245880605298,100.0,yes,186.75944078901318,0.0754119394702002,1
treatment,unknown,172.86638996307602,258.0140946,84.63937422395956,100.0,no,85.147704636924,15.360625776040436,0
treatment,low value,162.90846920760626,256.3572325891401,47.86078958268084,73.87259310735006,unknown,93.44876338153384,26.01180352466922,0
treatment,medium value,181.55976258642417,278.9769676907605,68.15103720271391,62.25537889140087,yes,97.41720510433632,-5.895658311313035,1
treatment,unknown,154.4328680238599,227.7545682073271,70.24902619495936,73.87259310735006,no,73.32170018346721,3.6235669123907,0
control,unknown,303.9681774786976,357.5949305898017,98.63079431783594,83.09939985,no,53.62675311110411,-15.531394467835938,0
treatment,medium value,203.71699822858852,227.3498914170448,63.426006818999966,59.22409536679163,no,23.63289318845628,-4.201911452208336,0
control,unknown,207.82422858721128,242.25313919271144,70.25207641696215,100.0,yes,34.428910605500164,29.747923583037846,1
treatment,low value,114.23654974251802,169.25279929788843,70.25207641696215,53.16998888204294,yes,55.01624955537041,-17.082087534919218,1
treatment,high value,203.71699822858852,405.5923490797053,70.25207641696215,96.85321551169044,no,201.87535085111676,26.601139094728282,0
treatment,medium value,199.067349652932,316.2763918,70.82933244023157,55.42399246690478,yes,117.209042147068,-15.40533997332679,1
control,medium value,250.52169070813017,293.92441109296595,69.09409467738323,80.49894920556795,yes,43.40272038483579,11.404854528184728,1
treatment,low value,225.39881184258684,341.76103610191245,47.62682938527621,50.444354584996965,yes,116.36222425932561,2.8175251997207553,1
treatment,medium value,114.98307662099776,172.62368946957616,82.47963764049936,93.53483491598196,no,57.6406128485784,11.055197275482598,0
treatment,unknown,244.9519801039868,377.34782438832735,85.37768282019434,100.0,yes,132.39584428434054,14.622317179805663,1
treatment,high value,163.07538938585225,245.43654705128483,93.95045842979242,73.87259310735006,unknown,82.36115766543259,-20.077865322442364,0
control,high value,228.4619614475568,263.7707963469035,93.22090855670426,73.87259310735006,yes,35.30883489934672,-19.348315449354203,1
treatment,high value,202.46271299818173,320.3062980768894,93.80915168611114,100.0,unknown,117.84358507870766,6.190848313888864,0
control,unknown,272.5451613903125,328.88794697094136,52.46581036999429,56.75392629455776,yes,56.342785580628856,4.288115924563471,1
treatment,high value,381.632501293473,592.3284363,65.96503835964104,63.99692730947911,yes,210.695935006527,-1.96811105016193,1
control,low value,179.35740555838495,222.20319625592865,59.53002001409854,60.30795074589773,no,42.84579069754369,0.7779307317991879,0
control,high value,245.0360704334997,309.0751759584573,70.25207641696215,86.91967945267173,yes,64.03910552495759,16.667603035709575,1
treatment,low value,86.49107378380172,142.68448230963546,50.992741448160686,56.778386195408586,yes,56.19340852583373,5.7856447472479005,1
treatment,high value,137.05645887710327,193.18160625645507,85.56389542272207,82.05426460298288,no,56.1251473793518,-3.5096308197391863,0
unknown,unknown,251.48806950781744,302.2160082373893,92.70018783612572,73.87259310735006,yes,50.72793872957186,-18.827594728775665,1
treatment,low value,190.97877979156445,290.5155176577505,49.87812318164251,58.82110426000688,no,99.53673786618603,8.942981078364369,0
treatment,unknown,224.82650690732288,345.8865955622834,70.19324266347677,58.500256328921175,no,121.06008865496051,-11.692986334555592,0
treatment,unknown,164.51293302620712,241.8707754420064,81.31276749375701,92.25523776556456,yes,77.35784241579927,10.94247027180755,1
control,medium value,221.27241101802665,265.60314212027214,72.07757930395242,100.0,no,44.330731102245494,27.92242069604758,0
treatment,low value,63.66665684786928,109.94925474991685,47.63948655093164,46.49769416501431,no,46.28259790204757,-1.1417923859173342,0
treatment,medium value,177.93901163944955,275.0605864996601,70.25207641696215,96.31093593080254,yes,97.12157486021053,26.05885951384039,1
treatment,medium value,203.71699822858852,280.45795220654577,68.10046797253825,86.61872898392456,yes,76.74095397795725,18.5182610113863,1
control,low value,263.555785221422,316.77185612449483,70.25207641696215,70.96013680504939,unknown,53.21607090307282,0.7080603880872332,0
treatment,medium value,206.2242649366768,325.7783925997097,65.32543832236827,77.26763539682645,no,119.55412766303292,11.942197074458178,0
control,medium value,234.898822033966,266.39593659541515,70.25207641696215,56.74418422324919,no,31.497114561449138,-13.507892193712962,0
treatment,medium value,182.6818178703961,286.3987430770522,77.38857036364098,78.73726898359028,no,103.7169252066561,1.3486986199493032,0
control,low value,200.45135655393165,243.82037838964948,47.67334302182584,49.12258754705967,no,43.36902183571783,1.44924452523383,0
treatment,low value,203.71699822858852,275.85138581834144,70.25207641696215,72.76413821443656,no,72.13438758975292,2.512061797474402,0
unknown,medium value,308.9480845592086,468.4337651402212,88.49439988640232,81.11067282224701,no,159.48568058101262,-7.383727064155309,0
control,unknown,182.88065771247028,227.9529072641099,75.16259713214139,99.90642754480685,no,45.07224955163963,24.74383041266546,0
control,low value,203.71699822858852,226.6790943,70.25207641696215,68.75211436462891,no,22.96209607141148,-1.4999620523332453,0
control,unknown,203.71699822858852,280.45795220654577,78.98564993248465,76.43366804,no,76.74095397795725,-2.5519818924846476,0
unknown,low value,205.8063045473884,325.9804793487174,57.80862172149966,53.90026312972489,yes,120.17417480132897,-3.908358591774771,1
treatment,medium value,182.65995641154103,290.26447771528586,71.78087762799385,89.70972803538676,no,107.60452130374483,17.928850407392915,0
treatment,low value,204.61587796674328,304.9699480146438,46.29771394095088,48.88438524878498,yes,100.35407004790054,2.586671307834102,1
treatment,high value,170.05915222442528,264.03036536611364,70.25207641696215,83.88963483774022,unknown,93.97121314168837,13.637558420778063,0
control,high value,241.79874953042628,281.2504619319072,70.25207641696215,73.87259310735006,yes,39.451712401480904,3.620516690387902,1
unknown,low value,203.71699822858852,327.0345018254532,44.97014569704416,37.20669192288897,yes,123.3175035968647,-7.763453774155188,1
treatment,unknown,209.0480857948852,318.4834388909199,100.0,100.0,no,109.4353530960347,0.0,0
treatment,medium value,187.6154694578813,277.34452086659024,60.42193082822693,53.94427468601589,no,89.72905140870895,-6.477656142211039,0
treatment,low value,150.2537081034684,225.2364123632108,70.25207641696215,46.51484019254758,yes,74.9827042597424,-23.737236224414573,1
treatment,low value,121.98463185377142,280.45795220654577,46.418813421967776,73.87259310735006,yes,158.47332035277435,27.45377968538228,1
unknown,medium value,217.0655376275908,339.2863514372265,76.37078925194452,87.96681919774439,no,122.22081380963567,11.59602994579987,0
treatment,medium value,186.11226520017613,279.4476246596963,80.19755621734232,62.34483518709633,no,93.33535945952019,-17.852721030245995,0
unknown,low value,107.64062566687257,124.53374772010416,22.270744136905712,73.87259310735006,yes,16.893122053231593,51.601848970444344,1
treatment,unknown,199.83747459099607,311.60459769609486,78.00870633694917,100.0,no,111.76712310509879,21.991293663050826,0
treatment,low value,220.90068711287344,344.78555762528765,44.63141927706326,49.692447133151504,yes,123.88487051241421,5.061027856088245,1
treatment,medium value,117.77633514489514,186.9999536070671,70.25207641696215,85.21244088930506,no,69.22361846217197,14.960364472342903,0
unknown,low value,207.1531522363546,322.9010026454501,37.159155387451165,76.0,no,115.74785040909549,38.840844612548835,0
control,unknown,163.96073892499788,198.73693973987312,71.70211697,73.87259310735006,yes,34.77620081487524,2.1704761373500503,1
control,medium value,276.8134101219534,330.1272012123209,80.66011558503642,73.87259310735006,yes,53.313791090367545,-6.787522477686366,1
control,high value,203.71699822858852,300.6517481229447,94.46314245008637,91.36459953057344,no,96.93474989435617,-3.098542919512923,0
control,high value,209.9952696375905,261.00780414402766,84.78954922541566,100.0,yes,51.01253450643716,15.210450774584345,1
control,high value,206.6072768323655,256.71507645654737,80.62346491422149,100.0,no,50.107799624181865,19.376535085778514,0
control,unknown,235.9348991375523,281.68723857153685,87.40053247930531,85.45809426196634,no,45.75233943398456,-1.9424382173389745,0
treatment,low value,157.20305085355227,234.88862285566887,68.82850191,74.09587987989832,no,77.6855720021166,5.26737796989832,0
control,medium value,242.7347621721186,297.8640676007346,70.91386379690591,64.95156857944237,no,55.12930542861599,-5.962295217463549,0
control,high value,217.15259825556828,242.8861867464232,100.0,100.0,yes,25.733588490854913,0.0,1
unknown,medium value,279.702566592806,438.3094957617719,78.16032439941975,73.87259310735006,no,158.6069291689659,-4.287731292069694,0
control,high value,166.67584313198617,201.44015679196863,83.87209994,100.0,yes,34.76431365998246,16.12790006,1
treatment,unknown,222.3305782853329,344.85210933131816,92.55517918519884,90.01811056071753,yes,122.52153104598526,-2.537068624481307,1
treatment,unknown,149.02579670973284,233.35522650844968,49.79183995065159,59.88965283604737,yes,84.32942979871683,10.097812885395776,1
control,low value,261.7290389616559,305.26441835541,70.25207641696215,69.71541736150907,no,43.53537939375411,-0.5366590554530859,0
treatment,high value,203.71699822858852,359.04975304192806,99.26178454,96.05931171130936,no,155.33275481333953,-3.202472828690631,0
control,high value,173.50664363535083,197.7037425375549,90.78721956998268,100.0,yes,24.19709890220406,9.212780430017318,1
control,medium value,162.46370144168327,186.1578022145517,70.25207641696215,66.28009483770268,yes,23.69410077286844,-3.9719815792594773,1
treatment,high value,260.8725659662085,280.45795220654577,95.98116418422944,94.19908997773484,yes,19.585386240337243,-1.782074206494599,1
unknown,medium value,118.09126214178808,180.5936282581869,56.17292116,80.15419963540346,yes,62.50236611639882,23.981278475403457,1
unknown,high value,203.71699822858852,265.7974964508384,78.6982446,100.0,yes,62.0804982222499,21.301755400000005,1
treatment,low value,151.65425949605927,248.62258137985057,52.88848497680564,62.06004082989497,yes,96.9683218837913,9.17155585308933,1
treatment,low value,177.6076636914201,269.11614507358644,51.14309308247727,54.50136439286672,yes,91.50848138216634,3.3582713103894477,1
control,high value,231.670238957714,275.606823,85.44420996578249,73.87259310735006,yes,43.93658404228603,-11.571616858432435,1
control,medium value,201.05580200268224,240.15065240333743,77.09595256055313,73.87259310735006,no,39.09485040065519,-3.2233594532030736,0
treatment,medium value,203.71699822858852,305.8670665187217,89.78058167188814,73.87259310735006,no,102.15006829013316,-15.907988564538087,0
control,medium value,200.88205580456827,236.4921470676064,75.72080843175522,91.75037604187308,no,35.61009126303813,16.029567610117866,0
control,high value,327.93557930491534,403.04072838519977,70.25207641696215,80.63685866,unknown,75.10514908028443,10.384782243037847,0
control,high value,299.79421841670853,365.9249631714967,70.25207641696215,100.0,unknown,66.13074475478817,29.747923583037846,0
control,unknown,165.09317683319284,203.8393952710542,55.32167673222204,56.614875512838445,no,38.74621843786136,1.2931987806164074,0
unknown,low value,203.71699822858852,267.7097421589337,40.05365761459299,38.95702278943074,no,63.99274393034517,-1.0966348251622549,0
control,high value,269.38521876144097,327.0684347211817,100.0,100.0,no,57.68321595974072,0.0,0
unknown,low value,173.4530592538481,208.57727342783352,43.38131569009687,73.87259310735006,no,35.12421417398542,30.491277417253187,0
treatment,medium value,193.96747024737857,313.0619368011821,71.18876574563659,75.88995808779325,unknown,119.09446655380356,4.701192342156659,0
control,medium value,242.4564600117732,271.2865777998741,61.609753473909535,73.92144865,no,28.83011778810092,12.311695176090467,0
treatment,high value,185.4638506773836,277.2042406467593,74.05151509309431,82.16411486381573,yes,91.74038996937568,8.112599770721417,1
treatment,medium value,200.1996752795432,298.2272672230501,70.25207641696215,69.25890357068722,yes,98.0275919435069,-0.9931728462749305,1
treatment,unknown,222.89717215530013,339.207314877026,58.99077057273064,61.85572018329471,no,116.3101427217259,2.864949610564068,0
control,medium value,190.9954007034568,227.7497328851121,63.30477116661769,66.37886104581986,yes,36.754332181655315,3.0740898792021696,1
control,high value,216.36838656669025,256.7197864487852,70.25207641696215,100.0,no,40.35139988209497,29.747923583037846,0
treatment,medium value,229.0682201671266,348.2300611855153,75.92459983000596,89.71232331,yes,119.16184101838869,13.787723479994042,1
control,medium value,199.9059304223908,239.14752865955325,50.788383112749386,40.22320669801506,unknown,39.241598237162435,-10.565176414734324,0
treatment,low value,222.0242642932773,346.7558236025088,60.61523834673047,56.15931244867418,no,124.73155930923153,-4.455925898056293,0
control,unknown,297.96873667089386,358.87508912055347,71.35067299,66.16435641,no,60.90635244965961,-5.18631658000001,0
control,low value,160.14589290683304,194.77245182677365,67.05508502743727,67.90140240497074,no,34.62655891994061,0.8463173775334667,0
unknown,low value,196.0562851609626,299.2708498590208,49.61427082901324,63.21949700987727,yes,103.21456469805821,13.60522618086403,1
treatment,low value,212.18788890432435,336.10177214552283,70.25207641696215,48.12740632071289,no,123.91388324119848,-22.12467009624926,0
unknown,low value,236.97740367577867,367.0602953622804,46.565296443697946,55.40306631376249,no,130.0828916865017,8.837769870064541,0
control,high value,256.81164518691094,311.2733854309959,100.0,100.0,yes,54.46174024408498,0.0,1
treatment,high value,162.48979613241065,245.35966752807863,83.56919850201295,73.87259310735006,yes,82.86987139566799,-9.696605394662896,1
control,unknown,155.0066408456419,193.8581848124043,70.25207641696215,49.90076801654043,no,38.85154396676239,-20.351308400421722,0
control,high value,237.3899720279304,286.27818116357616,100.0,86.53332028165653,no,48.88820913564575,-13.466679718343471,0
unknown,low value,165.58903727611954,197.69412712796245,61.683737725763095,61.96203465497912,no,32.105089851842905,0.278296929216026,0
treatment,high value,148.18022430912183,217.9176765640882,100.0,100.0,no,69.73745225496637,0.0,0
treatment,medium value,174.19861725694503,278.0487694377762,70.25207641696215,73.87259310735006,yes,103.85015218083115,3.620516690387902,1
treatment,high value,186.20231508465747,278.34473095567336,95.40903615501914,100.0,no,92.14241587101588,4.5909638449808625,0
control,unknown,171.89807133044863,219.2306150989681,100.0,73.87259310735006,no,47.33254376851946,-26.127406892649944,0
control,high value,367.70098644372086,444.1708115204902,88.84421114336104,78.31454807426209,no,76.46982507676933,-10.529663069098945,0
treatment,medium value,203.71699822858852,336.81451556601303,73.31419434,89.05001294,no,133.0975173374245,15.735818600000002,0
control,low value,196.18397108393404,234.94211348506244,55.72651154564662,73.87259310735006,unknown,38.758142401128396,18.146081561703433,0
control,high value,288.23808982591066,357.1357863,85.82820541455753,75.53393512404516,yes,68.89769647408934,-10.294270290512372,1
unknown,unknown,203.71699822858852,513.6486321106235,93.88348082953954,100.0,no,309.93163388203493,6.116519170460464,0
treatment,medium value,234.49255372864928,360.54615693321216,70.24902619495936,82.34682747267858,no,126.05360320456288,12.097801277719228,0
treatment,low value,229.8046942356101,358.5590530485139,63.10517157276956,71.13076780618005,unknown,128.75435881290377,8.02559623341049,0
control,high value,200.3276944259944,233.2575994799912,70.25207641696215,73.87259310735006,yes,32.929905053996805,3.620516690387902,1
control,medium value,160.3764048823335,198.77867594869343,71.37765966382591,100.0,no,38.40227106635993,28.62234033617409,0
control,low value,230.70587804671547,270.4416223495986,49.91706035883338,50.52121532,no,39.73574430288315,0.6041549611666213,0
unknown,low value,226.84119748873263,272.91510050755284,70.25207641696215,76.0,yes,46.073903018820204,5.747923583037846,1
unknown,unknown,278.0715417337521,340.0710561449024,82.90405739652574,78.52962614,yes,61.9995144111503,-4.374431256525739,1
treatment,high value,232.10938607915824,359.9056056794949,86.11747406,91.99878236,no,127.79621960033666,5.881308300000001,0
control,unknown,203.71699822858852,231.86678726875635,92.142015402181,88.59396781630066,yes,28.149789040167832,-3.54804758588034,1
control,high value,207.66952592200133,245.8626741926842,91.39850480453656,73.87259310735006,yes,38.19314827068288,-17.5259116971865,1
control,unknown,203.84622026439388,243.7668889196661,55.56760361056344,73.87259310735006,yes,39.92066865527221,18.304989496786618,1
treatment,medium value,190.45262299336704,280.45795220654577,70.25207641696215,87.11632955760878,no,90.00532921317873,16.864253140646625,0
treatment,high value,239.08602598273768,373.2275648060821,96.36387468171996,100.0,yes,134.14153882334443,3.636125318280037,1
treatment,low value,144.75312772632685,216.7194506654204,56.58100879671296,65.73116578859354,yes,71.96632293909354,9.150156991880586,1
control,high value,220.78055710188127,262.26628626745816,70.25207641696215,100.0,no,41.485729165576885,29.747923583037846,0
treatment,low value,140.07364621292203,209.29489367182296,53.3881321845758,61.727632804550936,yes,69.22124745890093,8.339500619975134,1
treatment,low value,184.8390530574058,286.0780043941819,42.14657180540473,48.31693213457464,yes,101.2389513367761,6.17036032916991,1
unknown,low value,171.53072401173253,281.7431923293343,61.1507687830898,61.92455059111367,yes,110.21246831760178,0.7737818080238696,1
control,medium value,127.9420386134339,157.50514810604108,56.10687897166744,54.12942881344616,unknown,29.563109492607182,-1.9774501582212807,0
treatment,unknown,219.4100622411943,344.54292442905654,70.25207641696215,61.75350144882151,yes,125.13286218786223,-8.498574968140645,1
control,low value,203.71699822858852,260.8783964166132,61.4658204594317,73.87259310735006,no,57.16139818802469,12.406772647918359,0
control,medium value,203.71699822858852,258.7792127065058,58.95800624594581,67.83805585555112,yes,55.06221447791728,8.880049609605308,1
unknown,low value,146.0217711508862,226.1009748021093,70.25207641696215,66.32527602145653,no,80.07920365122311,-3.926800395505623,0
control,low value,132.07340105546626,146.85501960933368,67.52425537574304,74.86660517919091,yes,14.781618553867418,7.342349803447874,1
treatment,unknown,203.71699822858852,546.4013406513719,70.24902619495936,97.65548632392036,yes,342.6843424227834,27.406460128961,1
control,low value,70.99481888344624,80.42387168,42.655314280871664,61.19663700775868,no,9.429052796553762,18.541322726887017,0
treatment,unknown,143.2783569161537,218.22518782678893,59.03419251824218,63.93264980519042,yes,74.94683091063521,4.8984572869482434,1
treatment,low value,281.6767550418233,437.3309032112974,70.25207641696215,58.56567401335888,no,155.65414816947413,-11.686402403603275,0
treatment,unknown,291.74559960856413,461.3713226441116,55.44664835519243,72.08485145602806,no,169.62572303554748,16.638203100835632,0
control,unknown,203.84622026439388,243.7668889196661,70.25207641696215,40.68659541068007,no,39.92066865527221,-29.565481006282084,0
treatment,medium value,237.7386310622775,369.7586519,84.70470294744946,90.51770433,yes,132.0200208377225,5.813001382550539,1
control,low value,166.82281347207237,192.34085549280343,68.14816041351904,67.76688155,no,25.51804202073106,-0.38127886351904294,0
treatment,low value,107.38909488010108,164.13341946050397,54.79188435179905,41.93024970752171,no,56.74432458040289,-12.861634644277338,0
unknown,medium value,235.85227638168985,277.2572787680821,64.42281409444506,54.16559553644104,no,41.405002386392226,-10.25721855800402,0
unknown,medium value,183.4471263769522,211.8992610318764,77.71069621,72.95623874711694,yes,28.45213465492418,-4.754457462883053,1
treatment,low value,252.47538700909016,369.5342848467138,57.40845342192337,63.66663323659064,yes,117.05889783762362,6.2581798146672725,1
treatment,low value,99.66762726674722,144.6810426128661,60.02619907312814,73.87259310735006,yes,45.013415346118876,13.846394034221916,1
treatment,low value,196.0701650560433,316.0897238788279,53.89980465485738,73.87259310735006,no,120.0195588227846,19.97278845249268,0
treatment,high value,282.0226924860093,447.35681785926806,96.41298687359978,73.87259310735006,no,165.33412537325876,-22.54039376624972,0
unknown,high value,289.66740875846733,280.45795220654577,98.37769971583724,96.84190311546791,yes,-9.209456551921562,-1.5357966003693235,1
control,low value,223.78215151009164,264.0858638790232,74.34867011388839,76.0,yes,40.30371236893154,1.6513298861116112,1
unknown,medium value,234.69327234894456,383.5971635688092,70.25207641696215,73.51163328,yes,148.90389121986465,3.2595568630378438,1
treatment,low value,189.7013322213848,310.6945035989056,55.88209146671986,73.87259310735006,no,120.99317137752081,17.9905016406302,0
control,medium value,203.71699822858852,295.3681941696269,56.82108029,67.95969012688077,yes,91.6511959410384,11.138609836880775,1
treatment,unknown,232.51680304386795,366.10022366655113,70.25207641696215,65.05392211429744,yes,133.58342062268318,-5.198154302664719,1
treatment,medium value,217.30748638172224,338.7821433,73.24764900905042,74.26816135543854,yes,121.47465691827773,1.0205123463881165,1
unknown,low value,189.6395102727623,224.03164375859083,53.61554554847086,47.995726256066696,yes,34.39213348582854,-5.619819292404166,1
treatment,unknown,185.66376969762496,289.27439146943874,45.96682110121102,42.20647566,no,103.61062177181378,-3.7603454412110153,0
treatment,unknown,203.71699822858852,224.6923346885185,60.15580967588736,62.26446841347438,yes,20.97533645992999,2.108658737587021,1
treatment,high value,160.16615898548372,256.21963997874457,97.26907128698876,100.0,yes,96.05348099326085,2.730928713011238,1
unknown,high value,209.69015802881265,251.6288866381425,83.32248565654291,73.87259310735006,yes,41.93872860932984,-9.449892549192853,1
treatment,high value,224.19271545802275,349.6082519570471,70.25207641696215,78.32217093189092,yes,125.41553649902437,8.070094514928769,1
unknown,unknown,162.52138016143547,185.24263465815008,58.85391652331278,60.45554832062519,no,22.721254496714607,1.6016317973124075,0
treatment,unknown,145.16970360440456,218.17055173846603,47.78863852016536,60.05996092,unknown,73.00084813406147,12.271322399834645,0
control,unknown,186.73401038224785,210.93818684602525,67.78726206900352,60.10616667460065,no,24.2041764637774,-7.681095394402867,0
treatment,high value,290.0264127154903,453.6909641206629,89.56207484170976,84.93861321054628,unknown,163.66455140517257,-4.6234616311634795,0
unknown,low value,94.84677983,108.83189834199098,56.50989825992895,50.12142431245253,no,13.985118511990976,-6.38847394747642,0
control,medium value,166.8896050767135,197.00764346257424,65.89686362,98.49080716391563,no,30.11803838586073,32.59394354391563,0
control,medium value,215.1554096347292,256.6739086594821,51.93227584491056,41.75551006717266,yes,41.518499024752884,-10.176765777737906,1
control,high value,309.05537252989893,370.6536138271079,74.10896766640657,75.44214345440764,no,61.59824129720897,1.3331757880010713,0
control,medium value,316.99739923595706,366.6659088528732,70.25207641696215,90.63320317582487,no,49.66850961691614,20.38112675886272,0
control,low value,175.0723805242814,210.37307840053992,62.57274396326672,74.04642769402031,no,35.30069787625851,11.473683730753592,0
treatment,high value,206.5617492540561,315.8367105919777,88.39872213927883,98.85596589212716,yes,109.27496133792158,10.457243752848328,1
treatment,high value,218.2790705914975,345.30139878229863,92.89091275267864,100.0,no,127.02232819080115,7.109087247321355,0
control,unknown,202.57450409502232,239.46827100583715,70.25207641696215,60.47128375341046,no,36.89376691081483,-9.780792663551694,0
control,high value,226.4490783559963,265.3441193190127,88.26889581028887,73.91551368417137,yes,38.895040963016385,-14.353382126117495,1
control,medium value,203.71699822858852,259.2210333492641,70.24503908633959,70.40755633520989,yes,55.50403512067555,0.1625172488703015,1
control,unknown,140.32849324471985,160.40320535118087,70.25207641696215,68.47332435075373,no,20.07471210646102,-1.7787520662084262,0
treatment,unknown,143.82032630728165,216.89228343310103,91.63681274443093,100.0,no,73.07195712581938,8.363187255569073,0
unknown,low value,218.7130754,255.4731924747184,45.16172645717152,49.430816722715534,yes,36.76011707471838,4.2690902655440155,1
treatment,medium value,200.17236928314452,280.45795220654577,75.39785549255201,73.87259310735006,yes,80.28558292340125,-1.5252623852019553,1
unknown,unknown,226.9473489904265,363.67877602922766,54.35544322825209,73.87259310735006,yes,136.73142703880117,19.517149879097964,1
control,medium value,212.0712562592373,244.9659898158739,70.25207641696215,51.86673519,no,32.89473355663662,-18.385341226962154,0
control,medium value,131.46814270169702,154.11331997079768,71.20707373746961,61.36851615003939,yes,22.645177269100657,-9.838557587430223,1
treatment,high value,203.71699822858852,501.2080726959906,64.25351814655708,70.44601703899325,no,297.4910744674021,6.192498892436163,0
unknown,high value,229.2132543519387,352.6143513281958,70.18895262603408,73.87259310735006,yes,123.40109697625712,3.683640481315976,1
control,low value,160.55377135931346,192.93780175545052,61.377806085082455,62.83576464930002,no,32.384030396137064,1.457958564217563,0
unknown,high value,207.4751148548914,243.05500667025703,84.47345515416218,100.0,no,35.57989181536564,15.526544845837819,0
control,medium value,153.5393764553032,181.48671941114225,84.21382320690128,94.393297533794,unknown,27.947342955839048,10.179474326892716,0
treatment,medium value,236.2384486275689,363.7424805397036,70.32600478027199,68.08671344231131,no,127.50403191213468,-2.2392913379606796,0
treatment,low value,184.12638895837136,283.43042727031883,55.18886038826631,73.87259310735006,yes,99.30403831194747,18.683732719083743,1
control,low value,283.26219921833194,344.49304006597896,51.94603950932215,55.69326991054831,yes,61.230840847647016,3.7472304012261617,1
treatment,medium value,233.6768605635384,280.45795220654577,61.79748810155746,66.24499680627599,yes,46.78109164300736,4.44750870471853,1
treatment,high value,352.7906210434755,550.0401548483827,94.26933115,73.87259310735006,no,197.24953380490723,-20.396738042649943,0
unknown,high value,189.6795542728942,231.75815526439973,80.08577245690732,73.87259310735006,no,42.07860099150554,-6.213179349557265,0
control,low value,174.7409055857466,210.8224054165904,56.67232016488433,62.720781400121226,yes,36.081499830843825,6.048461235236893,1
treatment,low value,231.37590617468425,356.5126037273341,46.87944046305351,61.33322817928081,yes,125.13669755264988,14.453787716227296,1
treatment,medium value,246.8834932445914,393.1322295000202,78.55175845412573,77.02770641645115,unknown,146.24873625542878,-1.5240520376745792,0
unknown,medium value,209.1715730820327,249.8596015441549,76.40388585163626,73.87259310735006,no,40.68802846212222,-2.5312927442862048,0
control,unknown,138.24730706548706,168.77736929225406,64.6726744,69.58504889099187,no,30.530062226767,4.912374490991866,0
unknown,medium value,106.1555729910061,122.00210544011854,77.49969585804942,87.12740649625366,no,15.846532449112445,9.627710638204235,0
control,unknown,203.71699822858852,217.44149133489097,54.395163727963805,65.53151739024793,yes,13.724493106302447,11.136353662284122,1
control,unknown,182.5192002636273,220.8028476986912,65.96560333076354,62.52724511,no,38.2836474350639,-3.43835822076354,0
treatment,high value,203.71699822858852,355.72877490149426,92.61587309,73.87259310735006,yes,152.01177667290574,-18.743279982649938,1
treatment,low value,116.95286202272226,189.67030791163205,35.75210602603388,45.503552710031926,yes,72.7174458889098,9.751446683998047,1
unknown,unknown,168.00848141047922,268.29286814704324,66.88562686852913,70.60231064037787,yes,100.28438673656402,3.7166837718487358,1
treatment,high value,258.4028440343696,395.2857385,85.90326650202998,95.43987480246386,no,136.8828944656304,9.536608300433883,0
unknown,high value,262.851945,303.4908014396355,100.0,100.0,no,40.638856439635504,0.0,0
control,unknown,228.04489386037235,270.39725675145587,66.89670553531072,74.73362529613907,yes,42.352362891083516,7.836919760828351,1
control,medium value,190.0276109934768,225.2525212245657,65.39467554624103,66.43022055,no,35.2249102310889,1.035545003758969,0
unknown,medium value,146.27128825737253,280.45795220654577,50.14771992432623,46.72922113400033,yes,134.18666394917324,-3.4184987903258985,1
treatment,unknown,232.42662584678504,356.66467770049155,64.45082022063788,69.21107613453968,unknown,124.23805185370651,4.760255913901801,0
unknown,unknown,203.71699822858852,427.7534416,100.0,100.0,no,224.03644337141145,0.0,0
unknown,low value,203.71699822858852,207.8072227097143,46.41860488492285,40.51252685,no,4.090224481125773,-5.906078034922849,0
treatment,low value,223.86737000324908,352.2864971,42.804684678393215,53.90947209659711,yes,128.41912709675094,11.104787418203898,1
control,low value,192.88203323074805,280.45795220654577,61.29060602978855,65.16826969028578,no,87.57591897579772,3.877663660497234,0
control,low value,167.9837576028314,280.45795220654577,70.25207641696215,66.36451971,yes,112.47419460371438,-3.887556706962158,1
control,high value,282.8409120655909,326.6180139256111,70.25207641696215,85.48728812140529,no,43.777101860020196,15.235211704443131,0
control,high value,244.4567895047146,287.2059081507497,86.95798452476005,78.13749068503137,no,42.74911864603507,-8.820493839728684,0
control,low value,165.91703815383292,193.1221076,57.64993428288062,63.292349125930144,unknown,27.205069446167073,5.642414843049522,0
unknown,medium value,152.27214285619294,186.56220616595792,61.80348419,63.26699905106689,unknown,34.290063309764975,1.4635148610668907,0
